Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Resolved,2718,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,7/26/2023 10:23,7/28/2023 10:23,7/26/2023 11:23,22:52.2,Within SLA,26:34.6,SLA Violated,,1,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,2719,Low,Email,Purchasing and invoicing,2nd line support,Heather Urry,7/26/2023 14:24,7/28/2023 14:24,7/26/2023 15:24,48:57.0,Within SLA,,SLA Violated,,1,,Custom software development,Tier 2,Spain,39.67337,-4.767726
Resolved,2720,Medium,Email,Product setup,1st line support,Nicola Wane,7/27/2023 12:52,7/29/2023 12:52,7/27/2023 13:52,48:22.0,Within SLA,13:19.7,Within SLA,,1,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,2721,Low,Phone,Product setup,1st line support,Sheela Cutten,7/27/2023 17:15,7/29/2023 17:15,7/27/2023 17:17,15:21.3,Within SLA,12:01.9,Within SLA,58:28.7,4,2,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,2722,Low,Chat,Training request,1st line support,Connor Danielovitch,7/27/2023 22:45,7/28/2023 22:45,7/27/2023 22:47,50:25.0,SLA Violated,49:53.2,Within SLA,52:59.5,5,4,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,2723,Medium,Email,Bug report,1st line support,Sheela Cutten,7/27/2023 21:40,7/29/2023 21:40,7/27/2023 22:40,57:35.7,Within SLA,02:17.5,Within SLA,,1,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Closed,2724,High,Chat,Pricing and licensing,1st line support,Nicola Wane,7/27/2023 1:06,7/28/2023 1:06,7/27/2023 1:08,07:55.9,Within SLA,58:59.7,Within SLA,04:47.4,6,3,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,2725,Low,Email,Feature request,1st line support,Sheela Cutten,7/28/2023 10:17,7/30/2023 10:17,7/28/2023 11:17,19:22.8,Within SLA,24:17.1,SLA Violated,,3,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,2726,High,Email,Product setup,1st line support,Sheela Cutten,7/28/2023 16:21,7/30/2023 16:21,7/28/2023 17:21,34:34.1,Within SLA,38:43.1,Within SLA,24:01.6,8,5,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,2728,Low,Email,Product setup,1st line support,Nicola Wane,7/28/2023 4:55,7/30/2023 4:55,7/28/2023 5:55,10:04.8,SLA Violated,39:10.6,Within SLA,,8,,Custom software development,Tier 1,France,48.864716,2.349014
Closed,2729,Medium,Chat,Feature request,1st line support,Connor Danielovitch,7/28/2023 5:07,7/29/2023 5:07,7/28/2023 5:09,08:56.1,Within SLA,57:03.2,SLA Violated,05:50.7,5,3,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2730,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,7/28/2023 3:03,7/29/2023 3:03,7/28/2023 3:05,05:09.1,Within SLA,24:57.0,Within SLA,,6,,Other,Tier 1,France,48.864716,2.349014
Resolved,2731,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,7/29/2023 16:35,7/31/2023 16:35,7/29/2023 17:35,48:55.7,Within SLA,23:45.8,Within SLA,,3,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,2732,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,7/29/2023 16:26,7/31/2023 16:26,7/29/2023 17:26,39:43.5,Within SLA,53:59.5,Within SLA,10:26.3,5,5,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,2734,Low,Chat,Other,1st line support,Bernard Beckley,7/29/2023 12:07,7/30/2023 12:07,7/29/2023 12:09,08:16.3,Within SLA,34:42.0,Within SLA,08:28.1,6,4,Other,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2746,High,Chat,Other,1st line support,Bernard Beckley,7/30/2023 0:43,7/31/2023 0:43,7/30/2023 0:45,44:17.9,Within SLA,47:26.7,Within SLA,,5,,Other,Tier 1,France,48.864716,2.349014
Closed,2748,Low,Email,Other,1st line support,Sheela Cutten,7/30/2023 21:40,08-01-2023 21:40,7/30/2023 22:40,51:19.3,Within SLA,00:35.0,Within SLA,24:01.6,3,1,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Closed,2749,Low,Email,Bug report,1st line support,Kristos Westoll,7/30/2023 11:52,08-01-2023 11:52,7/30/2023 12:52,10:04.9,Within SLA,41:33.5,Within SLA,58:15.6,1,4,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
In progress,2750,Medium,Email,Product setup,2nd line support,Michele Whyatt,7/31/2023 21:21,08-02-2023 21:21,7/31/2023 22:21,51:41.7,SLA Violated,,SLA Violated,,7,,Other,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,2751,Medium,Chat,Pricing and licensing,1st line support,Nicola Wane,7/31/2023 0:14,08-01-2023 00:14,7/31/2023 0:16,14:54.9,Within SLA,36:11.7,SLA Violated,,6,,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2752,High,Chat,Training request,1st line support,Connor Danielovitch,7/31/2023 9:46,08-01-2023 09:46,7/31/2023 9:48,47:53.6,Within SLA,09:43.0,Within SLA,43:01.4,6,4,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2753,Low,Chat,Product setup,1st line support,Connor Danielovitch,7/31/2023 19:50,08-01-2023 19:50,7/31/2023 19:52,53:50.7,SLA Violated,07:04.8,Within SLA,,9,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2754,Medium,Email,Product setup,2nd line support,Heather Urry,7/31/2023 4:29,08-02-2023 04:29,7/31/2023 5:29,39:49.6,Within SLA,46:08.7,Within SLA,57:22.7,6,4,Custom software development,Tier 2,Spain,39.67337,-4.767726
Closed,2755,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,7/31/2023 19:38,08-02-2023 19:38,7/31/2023 20:38,21:20.3,Within SLA,05:10.8,Within SLA,46:49.8,1,4,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Closed,2756,High,Email,Product setup,1st line support,Nicola Wane,7/31/2023 15:54,08-02-2023 15:54,7/31/2023 16:54,49:59.1,Within SLA,37:52.1,Within SLA,21:19.4,3,3,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Closed,2757,Medium,Chat,Other,1st line support,Bernard Beckley,7/31/2023 15:07,08-01-2023 15:07,7/31/2023 15:09,07:33.4,Within SLA,32:00.1,Within SLA,55:42.7,2,2,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,2758,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,7/31/2023 19:18,08-01-2023 19:18,7/31/2023 19:20,19:36.3,Within SLA,03:27.6,Within SLA,48:03.8,2,2,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,2759,Low,Email,Bug report,1st line support,Nicola Wane,7/31/2023 18:58,08-02-2023 18:58,7/31/2023 19:58,18:24.5,Within SLA,01:45.6,Within SLA,,8,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,2760,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,7/31/2023 8:56,08-01-2023 08:56,7/31/2023 8:58,57:35.4,Within SLA,55:12.4,SLA Violated,00:27.6,6,5,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,2761,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,7/31/2023 9:43,08-02-2023 09:43,7/31/2023 10:43,47:04.5,Within SLA,59:09.2,Within SLA,35:33.3,8,4,Other,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,2762,Low,Chat,Feature request,1st line support,Nicola Wane,08-01-2023 04:34,08-02-2023 04:34,08-01-2023 04:36,36:13.4,Within SLA,36:45.2,Within SLA,34:59.0,2,5,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2763,Medium,Chat,Feature request,2nd line support,Heather Urry,08-01-2023 15:29,08-02-2023 15:29,08-01-2023 15:31,30:56.3,Within SLA,25:57.5,Within SLA,,7,,Other,Tier 2,Poland,52.536273,19.050639
Resolved,2764,Low,Email,Product setup,1st line support,Nicola Wane,08-01-2023 20:01,08-03-2023 20:01,08-01-2023 21:01,45:23.7,Within SLA,09:18.5,Within SLA,,1,,Other,Tier 1,France,48.864716,2.349014
In progress,2765,High,Email,Product setup,1st line support,Nicola Wane,08-01-2023 11:55,08-03-2023 11:55,08-01-2023 12:55,59:10.9,Within SLA,,SLA Violated,,1,,Other,Tier 1,Italy,43.036776,12.678565
Resolved,2766,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,08-01-2023 03:21,08-03-2023 03:21,08-01-2023 04:21,08:42.8,Within SLA,27:42.6,Within SLA,,4,,Custom software development,Tier 1,Greece,39.368279,21.863141
Closed,2768,Medium,Email,Feature request,2nd line support,Adolpho Messingham,08-01-2023 04:44,08-03-2023 04:44,08-01-2023 05:44,34:43.0,Within SLA,45:17.1,SLA Violated,10:31.3,8,3,Custom software development,Tier 2,Austria,47.6964719,13.3457347
Closed,2769,Medium,Email,Bug report,2nd line support,Adolpho Messingham,08-02-2023 07:41,08-04-2023 07:41,08-02-2023 08:41,46:46.1,Within SLA,25:11.7,Within SLA,42:21.0,2,3,Custom software development,Tier 2,Poland,52.536273,19.050639
Resolved,2771,Medium,Email,Pricing and licensing,2nd line support,Michele Whyatt,08-02-2023 11:18,08-04-2023 11:18,08-02-2023 12:18,32:08.8,Within SLA,37:47.9,Within SLA,,3,,Ready to use Software,Tier 2,Republic of Ireland,53.094024,-8.019675
Closed,2772,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,08-02-2023 07:31,08-04-2023 07:31,08-02-2023 08:31,28:03.0,Within SLA,46:21.1,Within SLA,31:39.1,5,4,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,2774,Low,Email,Product setup,2nd line support,Michele Whyatt,08-02-2023 18:06,08-04-2023 18:06,08-02-2023 19:06,15:18.2,SLA Violated,01:13.9,SLA Violated,25:49.0,1,4,Custom software development,Tier 2,Spain,39.67337,-4.767726
Closed,2775,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,08-02-2023 21:53,08-04-2023 21:53,08-02-2023 21:55,54:42.9,Within SLA,50:14.1,SLA Violated,16:31.8,6,4,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Closed,2776,Medium,Chat,Bug report,1st line support,Sheela Cutten,08-02-2023 02:37,08-03-2023 02:37,08-02-2023 02:39,42:08.9,SLA Violated,31:38.3,Within SLA,27:32.4,4,4,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,2777,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,08-02-2023 16:20,08-04-2023 16:20,08-02-2023 17:20,00:50.0,Within SLA,57:40.9,Within SLA,,1,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,2778,High,Email,Purchasing and invoicing,1st line support,Bernard Beckley,08-02-2023 15:53,08-04-2023 15:53,08-02-2023 16:53,32:43.3,Within SLA,26:15.7,SLA Violated,,7,,Other,Tier 1,Italy,43.036776,12.678565
In progress,2779,Medium,Phone,Product setup,1st line support,Connor Danielovitch,08-03-2023 22:39,08-05-2023 22:39,08-03-2023 22:41,42:30.6,SLA Violated,,SLA Violated,,1,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Closed,2780,High,Email,Feature request,2nd line support,Adolpho Messingham,08-03-2023 18:46,08-05-2023 18:46,08-03-2023 19:46,01:52.8,Within SLA,59:41.1,Within SLA,52:20.1,7,2,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Resolved,2781,High,Chat,Bug report,2nd line support,Michele Whyatt,08-03-2023 00:14,08-04-2023 00:14,08-03-2023 00:16,15:21.6,Within SLA,15:29.2,SLA Violated,,6,,Custom software development,Tier 2,Germany,51.165691,10.451526
Resolved,2782,High,Phone,Product setup,2nd line support,Adolpho Messingham,08-03-2023 15:31,08-05-2023 15:31,08-03-2023 15:33,32:07.6,Within SLA,51:02.3,Within SLA,,1,,Custom software development,Tier 2,France,48.864716,2.349014
Resolved,2783,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,08-03-2023 14:52,08-05-2023 14:52,08-03-2023 15:52,34:40.7,Within SLA,16:17.9,Within SLA,,1,,Custom software development,Tier 1,France,48.864716,2.349014
Closed,2784,Medium,Chat,Feature request,2nd line support,Michele Whyatt,08-03-2023 12:37,08-04-2023 12:37,08-03-2023 12:39,38:53.2,Within SLA,47:46.6,Within SLA,16:38.3,6,4,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,2785,Medium,Phone,Product setup,2nd line support,Michele Whyatt,08-03-2023 21:38,08-05-2023 21:38,08-03-2023 21:40,39:49.6,Within SLA,52:32.0,Within SLA,11:46.4,1,4,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
In progress,2786,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,08-03-2023 21:33,08-04-2023 21:33,08-03-2023 21:35,35:04.6,Within SLA,,SLA Violated,,60,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,2787,Low,Phone,Feature request,1st line support,Nicola Wane,08-04-2023 12:43,08-06-2023 12:43,08-04-2023 12:45,44:01.2,Within SLA,10:39.3,SLA Violated,,1,,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,2788,Low,Chat,Feature request,2nd line support,Michele Whyatt,08-04-2023 04:37,08-05-2023 04:37,08-04-2023 04:39,38:22.2,Within SLA,07:43.0,Within SLA,11:39.2,4,1,Ready to use Software,Tier 2,Italy,43.036776,12.678565
In progress,2789,High,Email,Product setup,1st line support,Sheela Cutten,08-04-2023 18:15,08-06-2023 18:15,08-04-2023 19:15,50:58.0,Within SLA,,SLA Violated,,6,,Other,Tier 1,Greece,39.368279,21.863141
Closed,2790,Medium,Email,Product setup,1st line support,Bernard Beckley,08-04-2023 03:20,08-06-2023 03:20,08-04-2023 04:20,17:24.9,Within SLA,34:54.4,Within SLA,58:58.1,8,1,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,2791,High,Email,Pricing and licensing,1st line support,Bernard Beckley,08-04-2023 01:50,08-06-2023 01:50,08-04-2023 02:50,55:05.6,Within SLA,31:50.0,Within SLA,,4,,Training and Consulting Services,Tier 1,France,48.864716,2.349014
Closed,2792,Low,Phone,Bug report,1st line support,Kristos Westoll,08-05-2023 00:41,08-07-2023 00:41,08-05-2023 00:43,42:23.1,Within SLA,00:06.2,SLA Violated,15:07.5,3,1,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,2793,Medium,Email,Other,1st line support,Nicola Wane,08-05-2023 02:24,08-07-2023 02:24,08-05-2023 03:24,21:20.9,SLA Violated,54:41.7,Within SLA,05:35.4,9,4,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,2794,Medium,Chat,Product setup,1st line support,Nicola Wane,08-05-2023 01:58,08-06-2023 01:58,08-05-2023 02:00,59:43.4,Within SLA,23:44.3,Within SLA,33:12.5,5,5,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Closed,2806,Low,Email,Feature request,1st line support,Nicola Wane,08-06-2023 11:09,08-08-2023 11:09,08-06-2023 12:09,43:40.4,Within SLA,34:41.5,Within SLA,07:36.1,8,5,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,2807,High,Email,Other,1st line support,Connor Danielovitch,08-06-2023 12:50,08-08-2023 12:50,08-06-2023 13:50,17:36.0,Within SLA,01:37.3,Within SLA,,1,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2808,High,Email,Bug report,1st line support,Connor Danielovitch,08-06-2023 10:37,08-08-2023 10:37,08-06-2023 11:37,23:39.2,Within SLA,38:25.2,SLA Violated,,10,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Closed,2809,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,08-06-2023 13:52,08-08-2023 13:52,08-06-2023 14:52,21:28.3,Within SLA,57:43.2,Within SLA,06:20.9,3,5,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2810,Low,Email,Product setup,1st line support,Nicola Wane,08-06-2023 17:58,08-08-2023 17:58,08-06-2023 18:58,37:10.9,Within SLA,30:35.9,Within SLA,43:08.5,2,5,Other,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2811,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,08-06-2023 13:38,08-08-2023 13:38,08-06-2023 14:38,45:10.3,Within SLA,43:28.7,SLA Violated,10:51.5,2,5,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,2812,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,08-07-2023 12:46,08-09-2023 12:46,08-07-2023 13:46,12:47.3,SLA Violated,36:58.3,Within SLA,,1,,Other,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,2813,Low,Email,Bug report,2nd line support,Michele Whyatt,08-07-2023 11:15,08-09-2023 11:15,08-07-2023 12:15,23:32.1,Within SLA,,SLA Violated,,10,,Other,Tier 2,Germany,51.165691,10.451526
Resolved,2814,Low,Email,Training request,1st line support,Kristos Westoll,08-07-2023 19:44,08-09-2023 19:44,08-07-2023 20:44,37:17.6,Within SLA,49:20.7,Within SLA,,2,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Closed,2815,Low,Email,Feature request,1st line support,Nicola Wane,08-07-2023 23:34,08-09-2023 23:34,08-08-2023 00:34,38:23.7,Within SLA,04:34.8,Within SLA,06:37.9,1,3,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,2816,Medium,Chat,Bug report,1st line support,Sheela Cutten,08-07-2023 15:10,08-08-2023 15:10,08-07-2023 15:12,13:07.9,SLA Violated,,SLA Violated,,6,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Closed,2817,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,08-07-2023 22:29,08-09-2023 22:29,08-07-2023 23:29,12:18.9,Within SLA,11:22.5,SLA Violated,53:13.2,4,5,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,2818,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,08-08-2023 09:40,08-10-2023 09:40,08-08-2023 10:40,16:34.5,Within SLA,51:58.1,Within SLA,48:55.1,3,5,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,2819,Low,Phone,Purchasing and invoicing,1st line support,Connor Danielovitch,08-08-2023 21:09,08-10-2023 21:09,08-08-2023 21:11,11:16.4,Within SLA,00:32.1,Within SLA,,1,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,2820,Medium,Chat,Other,1st line support,Bernard Beckley,08-08-2023 22:35,08-09-2023 22:35,08-08-2023 22:37,37:01.8,Within SLA,47:07.5,Within SLA,,6,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,2821,Medium,Chat,Training request,1st line support,Kristos Westoll,08-08-2023 00:50,08-09-2023 00:50,08-08-2023 00:52,52:27.5,Within SLA,27:15.0,Within SLA,47:21.4,6,4,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Closed,2822,Low,Phone,Product setup,1st line support,Nicola Wane,08-08-2023 07:51,08-10-2023 07:51,08-08-2023 07:53,53:28.0,Within SLA,40:53.6,SLA Violated,19:18.5,4,1,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Closed,2823,High,Email,Feature request,2nd line support,Adolpho Messingham,08-08-2023 01:22,08-10-2023 01:22,08-08-2023 02:22,45:21.5,Within SLA,36:44.6,Within SLA,29:59.0,1,3,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Closed,2824,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,08-08-2023 05:42,08-10-2023 05:42,08-08-2023 06:42,49:22.3,Within SLA,53:10.3,Within SLA,25:26.3,2,5,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2825,Medium,Chat,Product setup,1st line support,Connor Danielovitch,08-09-2023 20:32,08-10-2023 20:32,08-09-2023 20:34,32:35.3,Within SLA,05:15.0,Within SLA,,8,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,2826,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,08-09-2023 08:55,08-11-2023 08:55,08-09-2023 09:55,13:25.6,Within SLA,,SLA Violated,,3,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,2827,High,Email,Bug report,1st line support,Bernard Beckley,08-09-2023 11:05,08-11-2023 11:05,08-09-2023 12:05,04:39.1,Within SLA,52:58.0,SLA Violated,,2,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Closed,2828,Low,Email,Feature request,2nd line support,Michele Whyatt,08-09-2023 17:25,08-11-2023 17:25,08-09-2023 18:25,36:40.9,Within SLA,55:01.8,SLA Violated,31:27.3,4,3,Other,Tier 2,Italy,43.036776,12.678565
Resolved,2829,High,Chat,Pricing and licensing,1st line support,Nicola Wane,08-09-2023 06:58,08-10-2023 06:58,08-09-2023 07:00,59:11.0,Within SLA,11:32.3,Within SLA,,6,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,2830,Low,Chat,Feature request,1st line support,Sheela Cutten,08-09-2023 09:11,08-10-2023 09:11,08-09-2023 09:13,15:01.7,SLA Violated,03:14.8,Within SLA,56:17.6,6,3,Custom software development,Tier 1,France,48.864716,2.349014
Resolved,2831,High,Chat,Bug report,2nd line support,Adolpho Messingham,08-09-2023 17:11,08-10-2023 17:11,08-09-2023 17:13,11:58.3,Within SLA,53:19.8,Within SLA,,6,,Custom software development,Tier 2,Bulgaria,42.7249925,25.4833039
In progress,2832,Low,Email,Bug report,2nd line support,Heather Urry,08-09-2023 03:50,08-11-2023 03:50,08-09-2023 04:50,21:26.4,Within SLA,,SLA Violated,,10,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
Closed,2833,Low,Email,Product setup,2nd line support,Michele Whyatt,08-09-2023 00:29,08-11-2023 00:29,08-09-2023 01:29,03:46.7,Within SLA,58:23.0,Within SLA,47:52.2,5,4,Ready to use Software,Tier 2,Czech Republic,49.8037633,15.4749126
Closed,2834,Low,Phone,Other,2nd line support,Heather Urry,08-10-2023 18:52,08-12-2023 18:52,08-10-2023 18:54,53:29.8,Within SLA,33:53.7,SLA Violated,53:00.8,2,4,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
In progress,2835,High,Email,Other,2nd line support,Adolpho Messingham,08-10-2023 20:17,08-12-2023 20:17,08-10-2023 21:17,19:33.4,Within SLA,,SLA Violated,,6,,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Closed,2836,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,08-10-2023 22:15,08-12-2023 22:15,08-10-2023 23:15,05:08.1,Within SLA,48:45.1,Within SLA,10:37.9,2,4,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,2837,Medium,Email,Pricing and Licensing,1st line support,Kristos Westoll,08-11-2023 16:51,8/13/2023 16:51,08-11-2023 17:51,49:36.7,Within SLA,03:52.2,Within SLA,,5,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,2838,Medium,Phone,Purchasing and invoicing,1st line support,Kristos Westoll,08-11-2023 04:48,8/13/2023 4:48,08-11-2023 04:50,50:24.6,Within SLA,33:00.7,SLA Violated,39:56.6,6,2,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Closed,2839,Medium,Email,Feature request,1st line support,Sheela Cutten,08-11-2023 23:20,8/13/2023 23:20,08-12-2023 00:20,24:19.5,Within SLA,02:02.1,Within SLA,42:54.3,6,4,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,2840,Low,Chat,Product setup,1st line support,Sheela Cutten,08-11-2023 23:26,08-12-2023 23:26,08-11-2023 23:28,27:40.1,Within SLA,43:34.1,Within SLA,28:14.1,5,5,Other,Tier 1,Germany,51.165691,10.451526
Closed,2841,High,Chat,Purchasing and invoicing,1st line support,Nicola Wane,08-11-2023 15:00,08-12-2023 15:00,08-11-2023 15:02,00:44.9,Within SLA,56:28.9,Within SLA,00:56.3,5,4,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,2842,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,08-12-2023 08:58,8/14/2023 8:58,08-12-2023 09:58,58:35.9,Within SLA,19:13.2,SLA Violated,54:19.8,7,3,Custom software development,Tier 1,Greece,39.368279,21.863141
In progress,2843,Medium,Email,Feature request,2nd line support,Adolpho Messingham,08-12-2023 04:28,8/14/2023 4:28,08-12-2023 05:28,20:19.2,Within SLA,,SLA Violated,,10,,Other,Tier 2,Republic of Ireland,53.094024,-8.019675
Closed,2844,Medium,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,08-12-2023 14:25,8/13/2023 14:25,08-12-2023 14:27,26:07.6,Within SLA,44:26.8,Within SLA,22:47.6,5,5,Ready to use Software,Tier 2,France,48.864716,2.349014
In progress,2845,Low,Phone,Feature request,1st line support,Sheela Cutten,08-12-2023 01:08,8/14/2023 1:08,08-12-2023 01:10,13:15.2,SLA Violated,,SLA Violated,,3,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,2855,High,Chat,Feature request,1st line support,Bernard Beckley,8/13/2023 4:29,8/14/2023 4:29,8/13/2023 4:31,29:56.9,Within SLA,30:02.9,Within SLA,55:33.1,6,4,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,2856,Low,Email,Pricing and licensing,2nd line support,Heather Urry,8/14/2023 13:58,8/16/2023 13:58,8/14/2023 14:58,21:50.2,Within SLA,15:34.5,Within SLA,00:03.0,3,3,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Closed,2857,Medium,Email,Feature request,2nd line support,Michele Whyatt,8/14/2023 19:11,8/16/2023 19:11,8/14/2023 20:11,40:00.5,Within SLA,22:09.5,Within SLA,00:57.4,5,5,Other,Tier 2,Italy,43.036776,12.678565
Closed,2858,High,Email,Product setup,2nd line support,Adolpho Messingham,8/14/2023 7:57,8/16/2023 7:57,8/14/2023 8:57,27:10.5,Within SLA,51:09.4,Within SLA,55:35.5,2,1,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,2859,Low,Chat,Bug report,1st line support,Bernard Beckley,8/14/2023 16:56,8/15/2023 16:56,8/14/2023 16:58,58:10.5,Within SLA,14:42.3,SLA Violated,56:40.6,5,5,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
Resolved,2860,Medium,Chat,Other,1st line support,Nicola Wane,8/14/2023 16:34,8/15/2023 16:34,8/14/2023 16:36,36:07.2,Within SLA,45:01.2,SLA Violated,,6,,Other,Tier 1,Austria,47.6964719,13.3457347
Resolved,2861,Low,Email,Other,1st line support,Sheela Cutten,8/14/2023 12:56,8/16/2023 12:56,8/14/2023 13:56,01:13.7,SLA Violated,32:04.0,Within SLA,,1,,Other,Tier 1,Slovenia,46.1491664,14.9860106
In progress,2862,Medium,Email,Feature request,1st line support,Connor Danielovitch,8/14/2023 2:02,8/16/2023 2:02,8/14/2023 3:02,26:40.4,Within SLA,,SLA Violated,,5,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,2863,Medium,Phone,Pricing and Licensing,1st line support,Nicola Wane,8/14/2023 21:53,8/16/2023 21:53,8/14/2023 21:55,54:22.2,Within SLA,24:49.6,Within SLA,43:57.1,1,1,Custom software development,Tier 1,Poland,52.536273,19.050639
